"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN","WDMV"
"USC00211630","CLOQUET, MN US","1955-10","346","2","2","23","6","4.0","0.39","79","940","1.52","5.9","46.2","57.1","35.2",
"USC00211630","CLOQUET, MN US","1955-11","346","30","7","-7","10","4.1","0.47","41","2234","1.75","15.0","21.8","30.4","13.3",
"USC00211630","CLOQUET, MN US","1955-12","346","31","4","-31","20","8.4","0.66","35","3964","1.52","18.4","9.2","19.1","-0.7",
"USC00211630","CLOQUET, MN US","1956-01","0","31","2","-23","27","6.8","0.75","38","5587","1.01","11.5","12.6","23.0","2.2",
"USC00211630","CLOQUET, MN US","1956-02","0","29","2","-18","30","6.5","0.21","34","7162","0.36","8.3","10.7","23.5","-2.1",
"USC00211630","CLOQUET, MN US","1956-03","0","31","6","-21","31","9.1","0.93","50","8516","1.54","17.8","21.3","33.2","9.5",
"USC00211630","CLOQUET, MN US","1956-04","0","17","2","12","26","7.6","0.69","62","9387","1.76","10.1","36.0","46.9","25.0",
"USC00211630","CLOQUET, MN US","1956-05","0","0","0","21","0","0.0","0.60","80","9842","2.71","0.0","50.3","64.2","36.4",
"USC00211630","CLOQUET, MN US","1956-06","67","0","0","29","0","0.0","0.44","95","9980","0.84","0.0","62.6","77.1","48.2",
"USC00211630","CLOQUET, MN US","1956-07","92","0","0","40","0","0.0","0.54","85","119","1.89","0.0","62.0","75.1","48.9",
"USC00211630","CLOQUET, MN US","1956-08","127","0","0","35","0","0.0","1.39","85","215","4.87","0.0","63.0","75.0","50.9",
"USC00211630","CLOQUET, MN US","1956-09","132","0","0","25","0","0.0","0.36","79","603","1.43","0.0","52.2","64.4","40.0",
"USC00211630","CLOQUET, MN US","1956-10","132","0","0","18","0","0.0","1.10","80","1043","2.84","0.0","50.4","63.0","37.8",
"USC00211630","CLOQUET, MN US","1956-11","132","16","2","-10","9","7.7","0.42","55","2114","1.26","11.3","29.3","36.9","21.6",
"USC00211630","CLOQUET, MN US","1956-12","132","27","5","-28","14","5.9","0.47","41","3608","1.06","14.4","16.8","26.9","6.7",
"USC00211630","CLOQUET, MN US","1957-01","0","30","1","-26","13","1.4","0.14","34","5474","0.20","3.1","2.8","13.7","-8.1",
"USC00211630","CLOQUET, MN US","1957-02","0","28","5","-17","26","7.0","0.55","40","6947","1.54","18.3","12.4","23.9","0.8",
"USC00211630","CLOQUET, MN US","1957-03","0","31","2","-17","29","5.3","0.67","51","8254","1.37","10.4","22.8","36.1","9.6",
"USC00211630","CLOQUET, MN US","1957-04","0","16","3","7","15","2.9","0.63","83","8997","2.15","7.0","40.2","53.5","26.9",
"USC00211630","CLOQUET, MN US","1957-05","1","0","0","20","0","0.0","0.62","81","9437","2.57","0.0","50.9","65.2","36.6",
"USC00211630","CLOQUET, MN US","1957-06","9","0","0","30","0","0.0","1.53","82","9634","5.80","0.0","58.7","71.7","45.6",
"USC00211630","CLOQUET, MN US","1957-07","125","0","0","45","0","0.0","1.27","91","24","4.69","0.0","68.0","81.0","55.0",
"USC00211630","CLOQUET, MN US","1957-08","190","0","0","36","0","0.0","0.58","89","103","1.54","0.0","64.5","77.2","51.8",
"USC00211630","CLOQUET, MN US","1957-09","198","0","0","23","0","0.0","1.56","81","465","3.96","0.0","53.2","64.6","41.8",
"USC00211630","CLOQUET, MN US","1957-10","198","0","0","15","0","0.0","0.35","71","1138","1.04","0.0","43.3","53.7","32.9",
"USC00211630","CLOQUET, MN US","1957-11","198","15","3","-10","8","5.1","0.49","50","2179","1.75","11.0","29.1","35.7","22.5",
"USC00211630","CLOQUET, MN US","1957-12","198","31","1","-17","8","1.0","0.12","43","3628","0.32","4.0","18.3","28.0","8.6",
"USC00211630","CLOQUET, MN US","1958-01","0","31","7","-17","17","6.8","0.35","39","5150","1.01","15.9","15.9","25.0","6.8",
"USC00211630","CLOQUET, MN US","1958-02","0","28","0","-27","16","0.4","0.03","52","6675","0.12","1.4","10.5","21.8","-0.7",
"USC00211630","CLOQUET, MN US","1958-03","0","31","4","3","16","4.8","0.56","53","7840","1.08","11.5","27.4","37.3","17.5",
"USC00211630","CLOQUET, MN US","1958-04","0","2","0","13","4","0.0","0.34","75","8519","1.15","0.0","42.4","56.2","28.6",
"USC00211630","CLOQUET, MN US","1958-05","4","0","0","21","0","0.0","0.99","84","8917","2.55","0.0","52.3","69.5","35.0",
"USC00211630","CLOQUET, MN US","1958-06","15","0","0","29","0","0.0","0.85","87","9221","4.57","0.0","55.2","69.3","41.1",
"USC00211630","CLOQUET, MN US","1958-07","55","0","0","38","0","0.0","3.42","88","98","5.83","0.0","63.2","76.0","50.4",
"USC00211630","CLOQUET, MN US","1958-08","140","0","0","35","0","0.0","1.69","92","207","5.19","0.0","64.2","78.2","50.2",
"USC00211630","CLOQUET, MN US","1958-09","153","0","0","31","0","0.0","1.15","82","469","3.07","0.0","56.4","66.6","46.3",
"USC00211630","CLOQUET, MN US","1958-10","153","0","0","23","0","0.0","0.64","72","1078","1.00","0.0","45.4","55.7","35.1",
"USC00211630","CLOQUET, MN US","1958-11","153","6","0","-16","1","0.4","0.68","59","2125","2.08","1.1","30.1","38.6","21.6",
"USC00211630","CLOQUET, MN US","1958-12","153","31","4","-22","9","2.5","0.21","37","3933","0.86","11.1","6.7","17.0","-3.6",
"USC00211630","CLOQUET, MN US","1959-01","0","31","1","-32","10","2.7","0.21","31","5877","0.33","4.9","2.3","13.5","-8.9",
"USC00211630","CLOQUET, MN US","1959-02","0","28","2","-28","12","2.2","0.22","39","7405","0.37","6.6","10.4","22.7","-1.8",
"USC00211630","CLOQUET, MN US","1959-03","0","25","0","-3","12","0.5","0.07","54","8593","0.15","1.3","26.7","38.7","14.7",
"USC00211630","CLOQUET, MN US","1959-04","0","0","0","13","0","0.0","0.33","67","9339","0.42","0.0","40.1","52.6","27.6",
"USC00211630","CLOQUET, MN US","1959-05","1","0","0","26","0","0.0","1.54","87","9709","4.94","0.0","53.1","66.7","39.5",
"USC00211630","CLOQUET, MN US","1959-06","51","0","0","34","0","0.0","1.13","88","9842","3.36","0.0","62.2","76.3","48.2",
"USC00211630","CLOQUET, MN US","1959-07","171","0","0","38","0","0.0","2.09","90","50","3.65","0.0","67.2","81.6","52.9",
"USC00211630","CLOQUET, MN US","1959-08","270","0","0","40","0","0.0","0.78","91","92","3.70","0.0","66.9","78.3","55.4",
"USC00211630","CLOQUET, MN US","1959-09","286","0","0","23","0","0.0","1.02","82","395","4.65","0.0","55.4","65.6","45.2",
"USC00211630","CLOQUET, MN US","1959-10","286","0","0","22","0","0.0","0.57","68","1160","2.63","0.0","40.3","47.6","33.1",
"USC00211630","CLOQUET, MN US","1959-11","286","26","2","-8","2","1.3","0.12","46","2515","0.50","4.8","19.8","28.5","11.1",
"USC00211630","CLOQUET, MN US","1959-12","286","31","4","-4","7","4.3","0.22","46","3784","0.98","11.7","24.1","31.7","16.4",
"USC00211630","CLOQUET, MN US","1960-01","0","31","6","-27","14","5.2","0.38","33","5464","1.10","16.3","10.8","20.5","1.1",
"USC00211630","CLOQUET, MN US","1960-02","0","29","4","-18","15","3.2","0.23","36","6986","0.44","7.8","12.5","24.3","0.7",
"USC00211630","CLOQUET, MN US","1960-03","0","31","0","-16","14","0.6","0.08","48","8396","0.19","1.3","17.9","29.7","6.1",
"USC00211630","CLOQUET, MN US","1960-04","0","8","0","12","6","0.0","2.40","73","9142","4.67","0.0","40.1","51.2","29.0",
"USC00211630","CLOQUET, MN US","1960-05","1","1","0","25","1","0.8","1.26","81","9568","4.22","0.8","51.3","64.6","38.0",
"USC00211630","CLOQUET, MN US","1960-06","14","0","0","32","0","0.0","1.21","84","9737","2.99","0.0","59.8","74.1","45.5",
"USC00211630","CLOQUET, MN US","1960-07","109","0","0","38","0","0.0","1.05","93","52","2.67","0.0","66.4","81.0","51.8",
"USC00211630","CLOQUET, MN US","1960-08","203","0","0","35","0","0.0","2.09","87","97","4.12","0.0","66.6","78.7","54.5",
"USC00211630","CLOQUET, MN US","1960-09","251","0","0","26","0","0.0","0.45","89","404","1.71","0.0","56.4","67.3","45.5",
"USC00211630","CLOQUET, MN US","1960-10","251","0","0","13","0","0.0","0.89","76","1032","1.56","0.0","44.7","55.7","33.7",
"USC00211630","CLOQUET, MN US","1960-11","251","4","3","4","5","4.0","1.01","52","2023","1.51","7.3","32.0","39.1","24.8",
"USC00211630","CLOQUET, MN US","1960-12","251","31","1","-20","4","1.3","0.51","44","3651","0.70","4.5","12.5","22.0","2.9",
"USC00211630","CLOQUET, MN US","1961-01","0","31","1","-28","6","2.3","0.09","38","5433","0.15","3.9","7.5","18.1","-3.1",
"USC00211630","CLOQUET, MN US","1961-02","0","28","3","-19","7","2.5","0.25","53","6667","0.56","6.5","20.9","32.1","9.7",
"USC00211630","CLOQUET, MN US","1961-03","0","24","3","4","5","2.5","0.86","51","7705","1.67","7.8","31.5","40.9","22.1",
"USC00211630","CLOQUET, MN US","1961-04","0","9","8","10","11","8.2","0.97","64","8567","4.28","23.0","36.3","46.6","26.0",
"USC00211630","CLOQUET, MN US","1961-05","6","1","1","24","1","3.5","1.63","85","9019","3.80","3.5","50.6","66.0","35.1",
"USC00211630","CLOQUET, MN US","1961-06","81","0","0","29","0","0.0","0.29","96","9153","0.45","0.0","63.1","79.2","46.9",
"USC00211630","CLOQUET, MN US","1961-07","160","0","0","37","0","0.0","1.50","89","38","5.44","0.0","66.3","79.3","53.3",
"USC00211630","CLOQUET, MN US","1961-08","296","0","0","40","0","0.0","0.32","94","67","0.65","0.0","68.4","83.2","53.6",
"USC00211630","CLOQUET, MN US","1961-09","351","0","0","24","0","0.0","0.90","92","382","4.11","0.0","56.3","67.4","45.2",
"USC00211630","CLOQUET, MN US","1961-10","351","0","0","18","0","0.0","0.87","80","950","1.50","0.0","46.7","57.3","36.0",
"USC00211630","CLOQUET, MN US","1961-11","351","9","1","5","2","1.5","0.88","57","2030","1.30","1.8","29.0","36.6","21.4",
"USC00211630","CLOQUET, MN US","1961-12","351","26","5","-25","9","4.5","0.32","43","3601","1.17","14.5","14.3","21.7","6.9",
"USC00211630","CLOQUET, MN US","1962-01","0","31","6","-34","15","2.4","0.19","39","5466","0.72","11.7","4.8","14.8","-5.1",
"USC00211630","CLOQUET, MN US","1962-02","0","27","7","-29","22","3.5","0.32","40","6924","1.53","16.6","11.0","20.3","1.7",
"USC00211630","CLOQUET, MN US","1962-03","0","31","2","-35","25","6.2","0.44","45","8125","0.71","9.5","26.3","34.6","17.9",
"USC00211630","CLOQUET, MN US","1962-04","0","16","1","10","12","3.5","0.65","81","8965","1.76","4.3","37.0","48.7","25.3",
"USC00211630","CLOQUET, MN US","1962-05","9","0","0","28","0","0.0","1.69","86","9375","5.24","0.0","52.1","64.5","39.7",
"USC00211630","CLOQUET, MN US","1962-06","38","0","0","29","0","0.0","0.96","89","9574","3.26","0.0","59.3","73.8","44.9",
"USC00211630","CLOQUET, MN US","1962-07","61","0","0","41","0","0.0","1.02","82","82","3.52","0.0","63.1","75.9","50.3",
"USC00211630","CLOQUET, MN US","1962-08","113","0","0","37","0","0.0","1.86","88","148","4.53","0.0","64.5","78.0","51.1",
"USC00211630","CLOQUET, MN US","1962-09","116","0","0","24","0","0.0","1.43","79","486","2.74","0.0","53.8","64.9","42.7",
"USC00211630","CLOQUET, MN US","1962-10","116","0","0","11","0","0.0","0.32","72","1066","0.62","0.0","46.3","56.1","36.5",
"USC00211630","CLOQUET, MN US","1962-11","116","2","1","15","1","1.2","0.12","50","2013","0.24","1.4","33.5","40.1","26.8",
"USC00211630","CLOQUET, MN US","1962-12","116","19","3","-23","6","3.2","0.36","57","3544","0.90","8.3","15.6","25.1","6.1",
"USC00211630","CLOQUET, MN US","1963-01","0","31","1","-34","6","1.4","0.15","39","5548","0.26","3.4","0.4","9.8","-9.0",
"USC00211630","CLOQUET, MN US","1963-02","0","28","4","-27","12","2.3","0.18","40","7145","0.79","9.9","7.9","19.8","-3.9",
"USC00211630","CLOQUET, MN US","1963-03","0","28","6","-16","20","5.0","0.43","70","8255","1.65","19.4","29.2","41.1","17.3",
"USC00211630","CLOQUET, MN US","1963-04","0","0","0","15","0","0.5","0.99","74","8944","2.75","0.7","42.1","55.8","28.3",
"USC00211630","CLOQUET, MN US","1963-05","0","0","0","23","0","0.0","0.83","82","9373","2.79","0.0","51.2","65.0","37.3",
"USC00211630","CLOQUET, MN US","1963-06","60","0","0","31","0","0.0","1.31","93","9499","3.80","0.0","62.8","77.7","47.9",
"USC00211630","CLOQUET, MN US","1963-07","203","0","0","38","0","0.0","1.22","92","25","3.14","0.0","68.8","82.8","54.8",
"USC00211630","CLOQUET, MN US","1963-08","257","0","0","38","0","0.0","1.31","91","114","3.72","0.0","63.9","76.9","50.9",
"USC00211630","CLOQUET, MN US","1963-09","263","0","0","27","0","0.0","0.71","80","334","3.11","0.0","57.9","68.7","47.0",
"USC00211630","CLOQUET, MN US","1963-10","266","0","0","23","0","0.0","0.67","83","661","1.12","0.0","54.5","66.3","42.8",
"USC00211630","CLOQUET, MN US","1963-11","266","2","1","5","1","1.2","1.33","57","1576","1.62","1.6","34.5","42.8","26.2",
"USC00211630","CLOQUET, MN US","1963-12","266","30","4","-22","9","4.2","0.57","39","3333","1.01","11.5","8.3","16.6","0.0",
"USC00211630","CLOQUET, MN US","1964-01","0","31","2","-20","14","3.7","0.30","43","4825","0.72","8.9","16.9","27.1","6.6",
"USC00211630","CLOQUET, MN US","1964-02","0","29","3","-18","15","1.6","0.11","48","6224","0.36","6.7","16.8","29.4","4.2",
"USC00211630","CLOQUET, MN US","1964-03","0","31","4","-11","19","4.0","0.41","48","7563","1.30","14.5","21.8","33.1","10.5",
"USC00211630","CLOQUET, MN US","1964-04","0","12","2","9","17","3.0","0.94","65","8328","2.88","5.2","39.5","51.2","27.8",
"USC00211630","CLOQUET, MN US","1964-05","24","0","0","29","0","0.0","1.15","92","8633","4.45","0.0","56.0","70.3","41.6",
"USC00211630","CLOQUET, MN US","1964-06","74","0","0","28","0","0.0","1.68","90","8846","4.57","0.0","59.6","72.9","46.2",
"USC00211630","CLOQUET, MN US","1964-07","219","0","0","44","0","0.0","0.36","96","17","0.85","0.0","69.1","84.4","53.8",
"USC00211630","CLOQUET, MN US","1964-08","264","0","0","33","0","0.0","1.45","88","202","5.56","0.0","60.5","71.7","49.3",
"USC00211630","CLOQUET, MN US","1964-09","267","0","0","24","0","0.0","2.92","79","544","6.63","0.0","53.7","63.7","43.7",
"USC00211630","CLOQUET, MN US","1964-10","267","0","0","17","0","0.0","0.64","72","1185","1.06","0.0","44.3","54.3","34.3",
"USC00211630","CLOQUET, MN US","1964-11","267","6","2","-22","9","7.9","0.77","59","2224","2.17","9.1","30.4","37.8","22.9",
"USC00211630","CLOQUET, MN US","1964-12","267","31","9","-24","18","5.2","0.53","32","3965","1.85","24.6","8.9","18.0","-0.4",
"USC00211630","CLOQUET, MN US","1965-01","0","31","8","-41","22","3.0","0.23","36","5830","0.78","13.5","4.8","16.7","-7.0",
"USC00211630","CLOQUET, MN US","1965-02","0","28","3","-28","34","12.5","1.24","39","7454","1.54","17.0","7.0","19.1","-5.1",
"USC00211630","CLOQUET, MN US","1965-03","0","31","9","-24","47","12.0","1.01","38","8958","4.15","40.0","16.5","27.5","5.5",
"USC00211630","CLOQUET, MN US","1965-04","0","25","1","21","45","1.5","0.39","84","9746","1.64","2.4","38.7","48.4","29.1",
"USC00211630","CLOQUET, MN US","1965-05","0","0","0","28","0","0.0","0.52","78","10122","3.21","0.0","52.5","65.3","39.7",
"USC00211630","CLOQUET, MN US","1965-06","6","0","0","35","0","0.0","1.16","81","10330","5.59","0.0","58.2","71.1","45.4",
"USC00211630","CLOQUET, MN US","1965-07","51","0","0","40","0","0.0","1.06","90","95","2.65","0.0","63.4","76.3","50.5",
"USC00211630","CLOQUET, MN US","1965-08","110","0","0","34","0","0.0","0.78","90","220","2.81","0.0","62.9","75.3","50.4",
"USC00211630","CLOQUET, MN US","1965-09","110","0","0","21","0","0.0","1.44","77","715","5.83","0.0","48.5","56.9","40.1",
"USC00211630","CLOQUET, MN US","1965-10","110","0","0","20","0","0.0","1.10","73","1315","2.97","0.0","45.7","56.0","35.3",
"USC00211630","CLOQUET, MN US","1965-11","110","18","5","4","20","10.8","1.31","60","2425","3.98","24.1","28.0","35.7","20.3",
"USC00211630","CLOQUET, MN US","1965-12","110","31","4","-13","18","2.4","0.67","38","3768","1.76","10.2","21.7","28.5","14.9",
"USC00211630","CLOQUET, MN US","1966-01","0","31","3","-37","21","4.7","0.35","27","5815","0.96","13.1","-1.0","10.1","-12.2",
"USC00211630","CLOQUET, MN US","1966-02","0","28","1","-30","20","1.5","0.69","45","7293","1.12","4.1","12.2","23.3","1.1",
"USC00211630","CLOQUET, MN US","1966-03","0","31","6","-6","33","8.1","1.06","52","8436","2.71","23.5","28.1","37.7","18.6",
"USC00211630","CLOQUET, MN US","1966-04","0","25","4","18","17","4.5","0.62","62","9309","2.40","10.4","35.9","44.5","27.3",
"USC00211630","CLOQUET, MN US","1966-05","0","0","0","16","0","0.0","0.92","86","9814","2.01","0.0","48.7","62.8","34.6",
"USC00211630","CLOQUET, MN US","1966-06","62","0","0","30","0","0.0","2.23","92","9962","5.19","0.0","62.1","76.6","47.7",
"USC00211630","CLOQUET, MN US","1966-07","223","0","0","42","0","0.0","2.39","93","20","6.67","0.0","69.5","82.7","56.3",
"USC00211630","CLOQUET, MN US","1966-08","277","0","0","40","0","0.0","1.51","87","135","6.21","0.0","63.1","74.1","52.0",
"USC00211630","CLOQUET, MN US","1966-09","279","0","0","28","0","0.0","0.23","79","432","0.63","0.0","55.1","67.3","43.0",
"USC00211630","CLOQUET, MN US","1966-10","279","4","1","22","7","9.5","1.13","77","1106","2.32","9.5","43.2","53.3","33.2",
"USC00211630","CLOQUET, MN US","1966-11","279","19","3","-10","4","3.5","0.31","51","2271","0.99","9.1","26.2","34.2","18.1",
"USC00211630","CLOQUET, MN US","1966-12","279","31","4","-16","12","6.5","0.48","37","3862","1.66","18.3","13.7","22.4","5.0",
"USC00211630","CLOQUET, MN US","1967-01","0","31","8","-35","26","10.0","0.56","37","5512","2.37","34.8","11.8","21.4","2.2",
"USC00211630","CLOQUET, MN US","1967-02","0","28","1","-37","25","1.2","0.06","34","7198","0.31","4.6","4.7","17.4","-7.9",
"USC00211630","CLOQUET, MN US","1967-03","0","30","2","-19","28","4.4","0.36","66","8410","0.85","7.2","25.9","36.2","15.6",
"USC00211630","CLOQUET, MN US","1967-04","0","4","1","5","6","3.3","0.59","68","9204","2.01","3.8","38.5","49.3","27.8",
"USC00211630","CLOQUET, MN US","1967-05","0","0","0","16","0","0.8","0.46","76","9771","1.55","0.8","46.7","60.6","32.8",
"USC00211630","CLOQUET, MN US","1967-06","15","0","0","35","0","0.0","2.94","83","9949","7.25","0.0","59.6","71.7","47.5",
"USC00211630","CLOQUET, MN US","1967-07","92","0","0","34","0","0.0","1.56","91","64","3.43","0.0","65.4","78.3","52.4",
